price
21.0
60.0
90.0
28.0
125.0
33.0
180.0
70.0
120.0
90.0
49.0
129.0
70.0
98.0
160.0
65.0
90.0
90.0
209.0
70.0
65.0
100.0
38.0
62.0
72.0
40.0
30.0
39.0
80.0
80.0
50.0
43.0
40.0
36.0
119.0
98.0
42.0
56.0
48.0
169.0
70.0
88.0
60.0
55.0
33.0
220.0
80.0
55.0
130.0
98.0
120.0
85.0
37.0
52.0
55.0
118.0
29.0
84.0
80.0
69.0
185.0
49.0
155.0
66.0
75.0
53.0
99.0
160.0
79.0
89.0
47.0
114.0
60.0
506.0
40.0
43.0
82.0
60.0
70.0
135.0
75.0
70.0
68.0
80.0
89.0
59.0
119.0
75.0
42.0
55.0
70.0
55.0
50.0
52.0
100.0
36.0
88.0
36.0
100.0
161.0
65.0
40.0
39.0
39.0
90.0
30.0
49.0
49.0
30.0
23.0
40.0
65.0
70.0
63.0
80.0
42.0
96.0
75.0
96.0
76.0
46.0
306.0
264.0
20.0
50.0
59.0
75.0
170.0
39.0
49.0
39.0
64.0
69.0
375.0
29.0
33.0
45.0
320.0
25.0
59.0
45.0
100.0
80.0
52.0
55.0
60.0
59.0
75.0
89.0
65.0
75.0
75.0
38.0
225.0
74.0
50.0
170.0
89.0
38.0
25.0
89.0
88.0
155.0
50.0
100.0
35.0
70.0
195.0
150.0
90.0
35.0
145.0
60.0
40.0
35.0
51.0
35.0
45.0
60.0
45.0
75.0
45.0
70.0
125.0
45.0
75.0
32.0
79.0
79.0
46.0
90.0
28.0
30.0
49.0
98.0
32.0
59.0
149.0
82.0
60.0
50.0
45.0
60.0
55.0
31.0
35.0
45.0
100.0
95.0
95.0
63.0
165.0
130.0
120.0
68.0
150.0
60.0
76.0
90.0
25.0
21.0
53.0
60.0
45.0
95.0
69.0
70.0
55.0
55.0
60.0
60.0
97.0
175.0
95.0
65.0
60.0
58.0
72.0
97.0
58.0
40.0
79.0
56.0
80.0
32.0
32.0
28.0
70.0
80.0
50.0
55.0
75.0
96.0
51.0
50.0
39.0
59.0
109.0
49.0
168.0
55.0
60.0
55.0
60.0
45.0
60.0
85.0
19.0
59.0
29.0
18.0
20.0
15.0
40.0
98.0
55.0
85.0
48.0
55.0
129.0
74.0
46.0
55.0
55.0
65.0
89.0
70.0
40.0
125.0
61.0
43.0
60.0
65.0
80.0
55.0
70.0
75.0
76.0
60.0
60.0
29.0
38.0
53.0
53.0
38.0
80.0
120.0
50.0
29.0
30.0
40.0
64.0
66.0
66.0
57.0
37.0
69.0
60.0
165.0
70.0
65.0
40.0
235.0
70.0
38.0
54.0
30.0
84.0
43.0
77.0
38.0
39.0
44.0
149.0
87.0
95.0
27.0
27.0
42.0
42.0
30.0
30.0
55.0
28.0
72.0
35.0
58.0
54.0
38.0
95.0
65.0
49.0
60.0
68.0
48.0
35.0
65.0
29.0
74.0
60.0
55.0
50.0
59.0
36.0
85.0
89.0
78.0
49.0
82.0
33.0
33.0
33.0
60.0
40.0
25.0
49.0
67.0
33.0
65.0
80.0
86.0
69.0
75.0
40.0
51.0
130.0
32.0
33.0
109.0
180.0
25.0
50.0
36.0
38.0
64.0
100.0
65.0
70.0
85.0
65.0
75.0
22.0
51.0
29.0
59.0
145.0
59.0
56.0
50.0
28.0
109.0
90.0
90.0
83.0
230.0
70.0
44.0
34.0
45.0
32.0
33.0
95.0
63.0
199.0
30.0
85.0
15.0
58.0
53.0
87.0
70.0
44.0
125.0
40.0
60.0
50.0
75.0
75.0
39.0
98.0
199.0
65.0
80.0
37.0
76.0
35.0
50.0
35.0
235.0
60.0
46.0
79.0
37.0
59.0
105.0
51.0
89.0
40.0
90.0
64.0
100.0
64.0
21.0
80.0
77.0
65.0
68.0
29.0
99.0
40.0
38.0
70.0
85.0
39.0
81.0
55.0
75.0
59.0
60.0
120.0
50.0
80.0
30.0
75.0
95.0
64.0
33.0
50.0
49.0
50.0
46.0
35.0
120.0
39.0
48.0
60.0
15.0
59.0
23.0
52.0
76.0
70.0
30.0
50.0
22.0
20.0
123.0
45.0
100.0
50.0
33.0
179.0
55.0
44.0
60.0
25.0
70.0
50.0
65.0
35.0
140.0
35.0
70.0
33.0
65.0
120.0
34.0
76.0
80.0
85.0
70.0
100.0
235.0
100.0
67.0
30.0
80.0
45.0
60.0
36.0
85.0
55.0
40.0
35.0
24.0
120.0
100.0
35.0
30.0
66.0
102.0
109.0
35.0
29.0
49.0
45.0
35.0
35.0
19.0
85.0
150.0
89.0
40.0
65.0
45.0
20.0
43.0
95.0
45.0
69.0
31.0
50.0
39.0
75.0
35.0
75.0
80.0
200.0
50.0
25.0
75.0
35.0
208.0
45.0
100.0
68.0
35.0
79.0
44.0
45.0
50.0
78.0
35.0
95.0
125.0
65.0
100.0
35.0
59.0
100.0
40.0
280.0
35.0
80.0
75.0
100.0
38.0
73.0
45.0
180.0
39.0
85.0
50.0
35.0
36.0
35.0
70.0
40.0
89.0
65.0
68.0
32.0
58.0
17.0
35.0
38.0
100.0
67.0
45.0
35.0
65.0
75.0
52.0
65.0
60.0
35.0
30.0
47.0
32.0
48.0
100.0
100.0
53.0
240.0
38.0
47.0
70.0
50.0
80.0
49.0
80.0
62.0
120.0
120.0
95.0
150.0
52.0
170.0
55.0
60.0
107.0
70.0
100.0
42.0
55.0
92.0
10.0
50.0
45.0
60.0
79.0
48.0
66.0
35.0
44.0
55.0
95.0
50.0
120.0
190.0
150.0
99.0
50.0
62.0
75.0
75.0
85.0
45.0
159.0
89.0
455.0
55.0
51.0
85.0
30.0
60.0
50.0
40.0
82.0
38.0
79.0
50.0
85.0
79.0
55.0
47.0
197.0
79.0
39.0
90.0
45.0
62.0
55.0
95.0
55.0
49.0
42.0
106.0
65.0
45.0
31.0
69.0
109.0
500.0
80.0
61.0
45.0
79.0
72.0
59.0
65.0
30.0
45.0
85.0
75.0
84.0
50.0
69.0
50.0
72.0
53.0
180.0
90.0
62.0
105.0
110.0
110.0
80.0
20.0
100.0
60.0
72.0
35.0
110.0
95.0
95.0
111.0
35.0
65.0
39.0
146.0
24.0
32.0
59.0
70.0
69.0
44.0
69.0
80.0
45.0
74.0
120.0
24.0
79.0
90.0
69.0
47.0
27.0
55.0
59.0
29.0
48.0
35.0
120.0
44.0
750.0
57.0
33.0
40.0
38.0
29.0
130.0
49.0
40.0
135.0
140.0
145.0
145.0
80.0
65.0
75.0
79.0
299.0
60.0
30.0
29.0
70.0
92.0
65.0
35.0
74.0
78.0
165.0
35.0
89.0
30.0
85.0
55.0
43.0
44.0
39.0
89.0
60.0
80.0
52.0
30.0
95.0
70.0
135.0
35.0
35.0
110.0
58.0
58.0
28.0
30.0
46.0
82.0
65.0
35.0
65.0
59.0
95.0
69.0
36.0
35.0
43.0
49.0
30.0
30.0
46.0
40.0
110.0
35.0
35.0
48.0
55.0
70.0
150.0
59.0
100.0
36.0
90.0
36.0
30.0
65.0
60.0
108.0
65.0
55.0
41.0
55.0
40.0
40.0
65.0
68.0
68.0
